customer_id,age,gender,nationality,game_type_diversity,avg_rtp,avg_bet,avg_win,avg_session_duration,ticket_in,ticket_out,avg_loss,jackpot_total,avg_usage_level,zone_diversity,segment_label,promo_response
CUST_2116,36,F,Germany,5,89.24821494165006,100.0,74.16457919612482,13.179109019582278,1812.3348916198445,1738.5056156470907,4.3428985866325736,79.54398093250566,0.18687075784668067,2,Regular Player,Low
CUST_2368,69,F,Germany,3,87.29889511195854,100.0,107.9411108447356,15.307460381930476,1333.9486504471226,1114.4731276221437,16.88273252499838,63.51132819568839,0.07432665901069134,5,Regular Player,Medium
CUST_1422,39,M,Greece,2,86.42470437578962,59.03943062282242,46.79264427312663,15.111214444819867,357.8503690681713,301.7426426293656,8.015389491257954,10.944082245411845,0.031188379772613052,5,Regular Player,Medium
CUST_1413,62,F,Azerbaijan,1,89.10065965928511,49.37031031472782,52.998921235875756,13.528855109151747,852.496979814544,682.7617180760705,9.429736763248533,31.28375876060195,0.12621100462036808,2,Regular Player,Low
CUST_1451,56,M,Azerbaijan,5,87.01715800454794,100.0,98.51942335261693,17.703727929700264,993.8733510193019,610.867202046201,42.556238774788994,32.11443826608,0.1257327519417678,4,Regular Player,Medium
CUST_1861,43,M,Germany,3,90.08009377049666,23.2130270657346,22.49745048594733,17.470470794106742,152.01181945983595,114.74840281882814,6.210569440167968,5.593725952594567,0.2012171062388357,1,Casual Gambler,Low
CUST_2063,75,M,Netherlands,2,85.58831530891086,21.590109130342828,22.479268298567664,12.703816773656538,279.0869456772005,226.2838259872635,3.771651406424072,8.434896689798908,0.3263304290332468,1,Casual Gambler,Low
CUST_1741,36,M,Netherlands,2,82.79458791970097,49.63598570097853,54.364488007773076,11.094818309561713,478.2260448028168,330.6703591532401,13.414153240870606,6.27184016249915,0.624941384551761,5,Regular Player,Medium
CUST_2272,54,M,Azerbaijan,2,95.64645427075436,54.02781420656209,48.18733498075509,18.311139046700816,193.49613807727115,165.68737886090443,6.952189804091681,3.6079586156708996,0.1929240504452002,2,Regular Player,Low
CUST_1259,64,F,Turkey,3,85.45307083323523,38.376386535334476,34.801573025342954,19.349158734718305,391.22245654245665,287.8743151128221,10.334814142963456,12.043574815656374,0.07157419023336309,5,Regular Player,Medium
CUST_1888,38,F,Greece,1,86.56317990503598,31.958567372193393,23.091482472929368,14.642901918360698,128.60831486023733,110.40351702082992,4.551199459851851,1.4697921476651459,0.49227849621988984,1,Regular Player,Low
CUST_2432,46,F,Turkey,5,91.12703779086365,26.77834113309221,24.630475457075637,19.441691203639234,298.3715969500894,238.09044336543803,5.023429465387612,6.266436839699491,0.1772559632716944,4,Casual Gambler,Medium
CUST_1712,45,M,Germany,4,92.04051947695454,28.90634114459517,23.284938207494534,17.599777932443395,186.77952150433006,128.0545316373228,7.340623733375907,9.268487073344813,0.295656680353419,1,Casual Gambler,Low
